レースID,年月日,レースNo,レース名,クラス,種別,距離,天候,状態,発走,競馬場,条件,
201908040406,2019年10月13日,6,3歳以上1勝クラス,,ダ右,1800,晴,重,12:55,4回京都4日目,3歳以上1勝クラス[指](定量),
201908040407,2019年10月13日,7,3歳以上1勝クラス,,芝右 外,2200,晴,重,13:25,4回京都4日目,3歳以上1勝クラス(混)[指](定量),
201908040408,2019年10月13日,8,3歳以上1勝クラス,,ダ右,1400,晴,重,13:55,4回京都4日目,3歳以上1勝クラス[指](定量),
201908040409,2019年10月13日,9,紫菊賞 ,,芝右,2000,晴,稍重,14:25,4回京都4日目,2歳500万下(混)(特指)(馬齢),
201908040410,2019年10月13日,10,三年坂特別 ,,芝右 外,1600,晴,稍重,15:01,4回京都4日目,3歳以上1000万下(混)[指](定量),
201908040411,2019年10月13日,11,第24回秋華賞,G1,芝右,2000,晴,稍重,15:40,4回京都4日目,3歳オープン(国際),
201908040412,2019年10月13日,12,平城京ステークス ,,ダ右,1800,晴,重,16:25,4回京都4日目,3歳以上1600万下(混)(特指)(定量),
201908040501,2019年10月14日,1,2歳未勝利,,ダ右,1800,小雨,稍重,09:55,4回京都5日目,2歳未勝利(混)[指](馬齢),
201908040502,2019年10月14日,2,2歳未勝利,,芝右 外,1800,小雨,稍重,10:25,4回京都5日目,2歳未勝利(混)[指](馬齢),
201908040503,2019年10月14日,3,2歳新馬,,ダ右,1200,小雨,稍重,10:55,4回京都5日目,2歳新馬(混)[指](馬齢),
201908040504,2019年10月14日,4,障害3歳以上未勝利,,障芝 ダート,2910,小雨,稍重,11:25,4回京都5日目,障害3歳以上未勝利(混)(定量),
201908040505,2019年10月14日,5,2歳新馬,,芝右,1400,曇,稍重,12:15,4回京都5日目,2歳新馬牝[指](馬齢),
201908040506,2019年10月14日,6,3歳以上1勝クラス,,ダ右,1900,曇,稍重,12:45,4回京都5日目,3歳以上1勝クラス(混)[指](定量),
201908040507,2019年10月14日,7,3歳以上1勝クラス,,ダ右,1400,曇,稍重,13:15,4回京都5日目,3歳以上1勝クラス牝[指](定量),
201908040508,2019年10月14日,8,3歳以上1勝クラス,,ダ右,1800,曇,稍重,13:50,4回京都5日目,3歳以上1勝クラス[指](定量),
201908040509,2019年10月14日,9,鳴滝特別 ,,芝右 外,2200,曇,稍重,14:25,4回京都5日目,3歳以上1000万下(混)(特指)(定量),
201908040510,2019年10月14日,10,大原ステークス ,,芝右,2000,曇,稍重,15:01,4回京都5日目,3歳以上1600万下(混)[指](ハンデ),
201908040511,2019年10月14日,11,夕刊フジ杯オパールS,L,芝右,1200,曇,稍重,15:35,4回京都5日目,3歳以上オープン(国際)(特指)(ハンデ),
201908040512,2019年10月14日,12,3歳以上2勝クラス,,ダ右,1800,曇,稍重,16:10,4回京都5日目,3歳以上2勝クラス[指](定量),
201908040601,2019年10月19日,1,2歳未勝利,,ダ右,1400,曇,重,10:05,4回京都6日目,2歳未勝利[指](馬齢),
201908040602,2019年10月19日,2,2歳未勝利,,芝右,1200,曇,重,10:35,4回京都6日目,2歳未勝利(混)[指](馬齢),
201908040603,2019年10月19日,3,2歳未勝利,,芝右 外,1800,曇,重,11:05,4回京都6日目,2歳未勝利[指](馬齢),
201908040604,2019年10月19日,4,2歳新馬,,ダ右,1400,曇,重,11:35,4回京都6日目,2歳新馬(混)[指](馬齢),
201908040605,2019年10月19日,5,2歳新馬,,芝右,1600,曇,重,12:25,4回京都6日目,2歳新馬牝[指](馬齢),
201908040606,2019年10月19日,6,3歳以上1勝クラス,,ダ右,1900,曇,重,12:55,4回京都6日目,3歳以上1勝クラス[指](定量),
201908040607,2019年10月19日,7,3歳以上1勝クラス,,ダ右,1200,曇,重,13:25,4回京都6日目,3歳以上1勝クラス[指](定量),
201908040608,2019年10月19日,8,3歳以上1勝クラス,,芝右 外,1600,曇,稍重,13:55,4回京都6日目,3歳以上1勝クラス(混)[指](定量),
201908040609,2019年10月19日,9,久多特別 ,,芝右 外,1400,曇,稍重,14:25,4回京都6日目,3歳以上1000万下(混)[指](定量),
201908040610,2019年10月19日,10,トルマリンステークス ,,芝右 外,1800,雨,稍重,15:01,4回京都6日目,3歳以上1600万下(混),
201908040611,2019年10月19日,11,室町ステークス ,,ダ右,1200,雨,不良,15:35,4回京都6日目,3歳以上オープン(国際)(特指)(ハンデ),
201908040612,2019年10月19日,12,3歳以上2勝クラス,,ダ右,1800,小雨,不良,16:10,4回京都6日目,3歳以上2勝クラス(混)[指](定量),
201908040701,2019年10月20日,1,2歳未勝利,,ダ右,1200,晴,重,10:05,4回京都7日目,2歳未勝利牝[指](馬齢),
201908040702,2019年10月20日,2,2歳未勝利,,ダ右,1800,晴,重,10:35,4回京都7日目,2歳未勝利[指](馬齢),
201908040703,2019年10月20日,3,2歳未勝利,,芝右,1600,晴,稍重,11:05,4回京都7日目,2歳未勝利[指](馬齢),
201908040704,2019年10月20日,4,2歳新馬,,芝右,1400,晴,稍重,11:35,4回京都7日目,2歳新馬(混)[指](馬齢),
201908040705,2019年10月20日,5,2歳新馬,,芝右 外,1800,晴,稍重,12:25,4回京都7日目,2歳新馬(混)[指](馬齢),
201908040706,2019年10月20日,6,3歳以上1勝クラス,,ダ右,1400,晴,重,12:55,4回京都7日目,3歳以上1勝クラス[指](定量),
201908040707,2019年10月20日,7,3歳以上1勝クラス,,ダ右,1800,晴,重,13:25,4回京都7日目,3歳以上1勝クラス[指](定量),
201908040708,2019年10月20日,8,なでしこ賞 ,,ダ右,1400,晴,重,13:55,4回京都7日目,2歳500万下(混)(特指)(馬齢),
201908040709,2019年10月20日,9,北野特別 ,,芝右,2000,晴,良,14:25,4回京都7日目,3歳以上1000万下(混)(特指)(定量),
201908040710,2019年10月20日,10,桂川ステークス ,,芝右,1200,晴,良,15:01,4回京都7日目,3歳以上1600万下(混)[指](ハンデ),
201908040711,2019年10月20日,11,第80回菊花賞,G1,芝右 外,3000,晴,良,15:40,4回京都7日目,3歳オープン(国際),
201908040712,2019年10月20日,12,大山崎特別 ,,ダ右,1200,晴,重,16:25,4回京都7日目,3歳以上1000万下[指](定量),
201908040801,2019年10月26日,1,2歳未勝利,,ダ右,1800,曇,重,10:05,4回京都8日目,2歳未勝利(混)[指](馬齢),
201908040802,2019年10月26日,2,2歳未勝利,,ダ右,1400,曇,重,10:35,4回京都8日目,2歳未勝利(混)[指](馬齢),
201908040803,2019年10月26日,3,2歳未勝利,,芝右 外,1800,曇,重,11:05,4回京都8日目,2歳未勝利[指](馬齢),
201908040804,2019年10月26日,4,2歳新馬,,ダ右,1200,曇,重,11:35,4回京都8日目,2歳新馬[指](馬齢),
201908040805,2019年10月26日,5,2歳新馬,,芝右,1600,曇,重,12:25,4回京都8日目,2歳新馬[指](馬齢),
201908040806,2019年10月26日,6,3歳以上1勝クラス,,ダ右,1800,曇,重,12:55,4回京都8日目,3歳以上1勝クラス(混)[指](定量),
201908040807,2019年10月26日,7,3歳以上1勝クラス,,芝右,2000,曇,重,13:25,4回京都8日目,3歳以上1勝クラス[指](定量),
201908040808,2019年10月26日,8,3歳以上2勝クラス,,ダ右,1900,曇,重,13:55,4回京都8日目,3歳以上2勝クラス(混)[指](定量),
201908040809,2019年10月26日,9,萩ステークス,L,芝右 外,1800,晴,稍重,14:25,4回京都8日目,2歳オープン(国際)(特指)(別定),
201908040810,2019年10月26日,10,古都ステークス ,,芝右 外,2400,晴,稍重,15:01,4回京都8日目,3歳以上1600万下(混)(特指)(定量),
201908040811,2019年10月26日,11,第62回毎日放送賞スワンS,G2,芝右 外,1400,晴,稍重,15:35,4回京都8日目,3歳以上オープン(国際)(指)(別定),
201908040812,2019年10月26日,12,3歳以上2勝クラス,,ダ右,1400,晴,重,16:10,4回京都8日目,3歳以上2勝クラス(混)[指](定量),
201908040901,2019年10月27日,1,2歳未勝利,,ダ右,1200,晴,重,09:55,4回京都9日目,2歳未勝利[指](馬齢),
201908040902,2019年10月27日,2,2歳未勝利,,芝右,1400,晴,稍重,10:20,4回京都9日目,2歳未勝利[指](馬齢),
201908040903,2019年10月27日,3,2歳未勝利,,芝右,2000,晴,稍重,10:50,4回京都9日目,2歳未勝利(混)[指](馬齢),
201908040904,2019年10月27日,4,2歳新馬,,ダ右,1800,晴,重,11:20,4回京都9日目,2歳新馬(混)[指](馬齢),
201908040905,2019年10月27日,5,2歳新馬,,芝右,2000,晴,稍重,12:10,4回京都9日目,2歳新馬(混)[指](馬齢),
201908040906,2019年10月27日,6,2歳1勝クラス,,芝右,1200,晴,稍重,12:40,4回京都9日目,2歳1勝クラス(混)(特指)(馬齢),
201908040907,2019年10月27日,7,3歳以上1勝クラス,,ダ右,1400,晴,重,13:10,4回京都9日目,3歳以上1勝クラス(混)[指](定量),
201908040908,2019年10月27日,8,3歳以上2勝クラス,,芝右 外,2400,晴,良,13:40,4回京都9日目,3歳以上2勝クラス(混)[指](定量),
201908040909,2019年10月27日,9,壬生特別 ,,芝右,1200,晴,良,14:15,4回京都9日目,3歳以上1000万下(混)(特指)(定量),
201908040910,2019年10月27日,10,御陵ステークス ,,ダ右,1900,晴,稍重,14:50,4回京都9日目,3歳以上1600万下(混)[指](ハンデ),
201908040911,2019年10月27日,11,カシオペアステークス,L,芝右 外,1800,晴,良,15:30,4回京都9日目,3歳以上オープン(国際)(特指)(別定),
201908040912,2019年10月27日,12,3歳以上2勝クラス,,ダ右,1800,晴,稍重,16:10,4回京都9日目,3歳以上2勝クラス牝[指](定量),
201908050101,2019年11月2日,1,2歳未勝利,,ダ右,1200,晴,良,10:10,5回京都1日目,2歳未勝利(混)[指](馬齢),
201908050102,2019年11月2日,2,2歳未勝利,,ダ右,1800,晴,良,10:40,5回京都1日目,2歳未勝利[指](馬齢),
201908050103,2019年11月2日,3,2歳未勝利,,芝右,1200,晴,良,11:10,5回京都1日目,2歳未勝利(混)[指](馬齢),
201908050104,2019年11月2日,4,2歳未勝利,,芝右 外,1800,晴,良,11:40,5回京都1日目,2歳未勝利(混)[指](馬齢),
201908050105,2019年11月2日,5,2歳新馬,,芝右,1600,晴,良,12:30,5回京都1日目,2歳新馬牝[指](馬齢),
201908050106,2019年11月2日,6,2歳新馬,,ダ右,1400,晴,良,13:05,5回京都1日目,2歳新馬(混)[指](馬齢),
201908050107,2019年11月2日,7,2歳新馬,,芝右,2000,晴,良,13:35,5回京都1日目,2歳新馬[指](馬齢),
201908050108,2019年11月2日,8,3歳以上1勝クラス,,ダ右,1800,晴,良,14:05,5回京都1日目,3歳以上1勝クラス[指](定量),
201908050109,2019年11月2日,9,近江特別 ,,芝右 外,1800,晴,良,14:35,5回京都1日目,3歳以上1000万下(混)[指](ハンデ),
201908050110,2019年11月2日,10,貴船ステークス ,,ダ右,1400,晴,良,15:10,5回京都1日目,3歳以上1600万下(混)[指](ハンデ),
201908050111,2019年11月2日,11,第24回KBSファンタジーS,G3,芝右 外,1400,晴,良,15:45,5回京都1日目,2歳オープン(国際),
201908050112,2019年11月2日,12,3歳以上1勝クラス,,芝右 外,1800,晴,良,16:25,5回京都1日目,3歳以上1勝クラス(混)[指](定量),
201908050201,2019年11月3日,1,2歳未勝利,,ダ右,1400,晴,良,10:10,5回京都2日目,2歳未勝利[指](馬齢),
201908050202,2019年11月3日,2,2歳未勝利,,芝右,1600,晴,良,10:40,5回京都2日目,2歳未勝利牝[指](馬齢),
201908050203,2019年11月3日,3,2歳未勝利,,ダ右,1800,晴,良,11:10,5回京都2日目,2歳未勝利[指](馬齢),
201908050204,2019年11月3日,4,2歳未勝利,,芝右,2000,曇,良,11:40,5回京都2日目,2歳未勝利[指](馬齢),
201908050205,2019年11月3日,5,2歳新馬,,芝右 外,1800,曇,良,12:30,5回京都2日目,2歳新馬(混)[指](馬齢),
201908050206,2019年11月3日,6,2歳新馬,,芝右,1400,曇,良,13:01,5回京都2日目,2歳新馬(混)[指](馬齢),
201908050207,2019年11月3日,7,3歳以上1勝クラス,,ダ右,1200,曇,良,13:30,5回京都2日目,3歳以上1勝クラス[指](定量),
201908050208,2019年11月3日,8,3歳以上2勝クラス,,ダ右,1800,曇,良,14:01,5回京都2日目,3歳以上2勝クラス(混)(特指)(定量),
201908050209,2019年11月3日,9,醍醐特別 ,,芝右 外,1400,曇,良,14:35,5回京都2日目,3歳以上1000万下(混)[指](定量),
201908050210,2019年11月3日,10,清水ステークス ,,芝右 外,1600,曇,良,15:10,5回京都2日目,3歳以上1600万下(混)(特指)(定量),
201908050211,2019年11月3日,11,第9回みやこステークス,G3,ダ右,1800,曇,良,15:45,5回京都2日目,3歳以上オープン(国際)(指)(別定),
201908050212,2019年11月3日,12,3歳以上2勝クラス,,ダ右,1200,曇,良,16:25,5回京都2日目,3歳以上2勝クラス[指](定量),
201908050301,2019年11月9日,1,2歳未勝利,,ダ右,1400,晴,良,10:05,5回京都3日目,2歳未勝利(混)[指](馬齢),
201908050302,2019年11月9日,2,2歳未勝利,,ダ右,1800,晴,良,10:35,5回京都3日目,2歳未勝利牝[指](馬齢),
201908050303,2019年11月9日,3,2歳未勝利,,芝右,1400,晴,良,11:05,5回京都3日目,2歳未勝利(混)[指](馬齢),
201908050304,2019年11月9日,4,2歳未勝利,,芝右,2000,晴,良,11:35,5回京都3日目,2歳未勝利[指](馬齢),
201908050305,2019年11月9日,5,2歳新馬,,芝右,1600,晴,良,12:25,5回京都3日目,2歳新馬(混)[指](馬齢),
201908050306,2019年11月9日,6,2歳新馬,,ダ右,1800,晴,良,12:55,5回京都3日目,2歳新馬[指](馬齢),
201908050307,2019年11月9日,7,3歳以上1勝クラス,,ダ右,1400,晴,良,13:25,5回京都3日目,3歳以上1勝クラス(混)[指](定量),
201908050308,2019年11月9日,8,第21回京都ジャンプS,J.G3,障芝 内-外,3170,晴,良,14:01,5回京都3日目,障害3歳以上オープン(混)(別定),
201908050309,2019年11月9日,9,宝ケ池特別 ,,芝右 外,1600,晴,良,14:35,5回京都3日目,3歳以上1000万下(混)[指](ハンデ),
201908050310,2019年11月9日,10,観月橋ステークス ,,ダ右,1800,晴,良,15:10,5回京都3日目,3歳以上1600万下(混)(特指)(定量),
201908050311,2019年11月9日,11,第54回デイリー杯2歳S,G2,芝右 外,1600,晴,良,15:45,5回京都3日目,2歳オープン(国際)(指)(馬齢),
201908050312,2019年11月9日,12,3歳以上2勝クラス,,芝右 外,2200,晴,良,16:20,5回京都3日目,3歳以上2勝クラス(混)(特指)(定量),
201908050401,2019年11月10日,1,2歳未勝利,,ダ右,1200,晴,良,10:05,5回京都4日目,2歳未勝利[指](馬齢),
201908050402,2019年11月10日,2,2歳未勝利,,ダ右,1800,晴,良,10:30,5回京都4日目,2歳未勝利(混)[指](馬齢),
201908050403,2019年11月10日,3,2歳未勝利,,芝右,1600,晴,良,11:00,5回京都4日目,2歳未勝利[指](馬齢),
201908050404,2019年11月10日,4,2歳新馬,,芝右,1400,晴,良,11:30,5回京都4日目,2歳新馬牝[指](馬齢),
201908050405,2019年11月10日,5,2歳新馬,,芝右 外,1800,晴,良,12:20,5回京都4日目,2歳新馬[指](馬齢),
201908050406,2019年11月10日,6,3歳以上1勝クラス,,ダ右,1800,晴,良,12:55,5回京都4日目,3歳以上1勝クラス牝[指](定量),
201908050407,2019年11月10日,7,3歳以上1勝クラス,,芝右 外,2400,晴,良,13:25,5回京都4日目,3歳以上1勝クラス[指](定量),
201908050408,2019年11月10日,8,3歳以上2勝クラス,,ダ右,1800,晴,良,13:55,5回京都4日目,3歳以上2勝クラス牝[指](定量),
201908050409,2019年11月10日,9,黄菊賞 ,,芝右,2000,晴,良,14:25,5回京都4日目,2歳500万下(混)(特指)(馬齢),
201908050410,2019年11月10日,10,修学院ステークス ,,芝右 外,1800,晴,良,15:01,5回京都4日目,3歳以上1600万下(混)(特指)(定量),
201908050411,2019年11月10日,11,第44回エリザベス女王杯,G1,芝右 外,2200,晴,良,15:40,5回京都4日目,3歳以上オープン(国際),
201908050412,2019年11月10日,12,ドンカスターカップ ,,ダ右,1400,晴,良,16:20,5回京都4日目,3歳以上1000万下(混)[指](定量),
201908050501,2019年11月16日,1,2歳未勝利,,ダ右,1400,晴,良,10:05,5回京都5日目,2歳未勝利牝[指](馬齢),
201908050502,2019年11月16日,2,2歳未勝利,,ダ右,1800,晴,良,10:30,5回京都5日目,2歳未勝利[指](馬齢),
201908050503,2019年11月16日,3,2歳未勝利,,芝右,1200,晴,良,11:00,5回京都5日目,2歳未勝利[指](馬齢),
201908050504,2019年11月16日,4,2歳未勝利,,芝右,2000,晴,良,11:30,5回京都5日目,2歳未勝利(混)[指](馬齢),
201908050505,2019年11月16日,5,2歳新馬,,芝右,1600,晴,良,12:20,5回京都5日目,2歳新馬[指](馬齢),
201908050506,2019年11月16日,6,2歳新馬,,ダ右,1200,晴,良,12:50,5回京都5日目,2歳新馬(混)[指](馬齢),
201908050507,2019年11月16日,7,3歳以上1勝クラス,,芝右 外,1600,晴,良,13:20,5回京都5日目,3歳以上1勝クラス(混)[指](定量),
201908050508,2019年11月16日,8,3歳以上2勝クラス,,ダ右,1800,晴,良,13:55,5回京都5日目,3歳以上2勝クラス(混)[指](定量),
201908050509,2019年11月16日,9,もちの木賞 ,,ダ右,1800,晴,良,14:31,5回京都5日目,2歳500万下(混)(特指)(馬齢),
201908050510,2019年11月16日,10,比叡ステークス ,,芝右 外,2200,晴,良,15:05,5回京都5日目,3歳以上1600万下(混)[指](ハンデ),
201908050511,2019年11月16日,11,アンドロメダS,L,芝右,2000,晴,良,15:45,5回京都5日目,3歳以上オープン(国際)(特指)(ハンデ),
201908050512,2019年11月16日,12,3歳以上2勝クラス,,芝右,1200,晴,良,16:20,5回京都5日目,3歳以上2勝クラス(混)[指](定量),
201908050601,2019年11月17日,1,2歳未勝利,,ダ右,1200,晴,良,10:05,5回京都6日目,2歳未勝利[指](馬齢),
201908050602,2019年11月17日,2,2歳未勝利,,芝右,1600,晴,良,10:30,5回京都6日目,2歳未勝利(混)[指](馬齢),
201908050603,2019年11月17日,3,2歳未勝利,,ダ右,1800,晴,良,11:00,5回京都6日目,2歳未勝利[指](馬齢),
201908050604,2019年11月17日,4,2歳未勝利,,芝右 外,1800,晴,良,11:30,5回京都6日目,2歳未勝利[指](馬齢),
201908050605,2019年11月17日,5,2歳新馬,,芝右,2000,晴,良,12:20,5回京都6日目,2歳新馬(混)[指](馬齢),
201908050606,2019年11月17日,6,2歳新馬,,芝右,1200,晴,良,12:55,5回京都6日目,2歳新馬(混)[指](馬齢),
201908050607,2019年11月17日,7,3歳以上1勝クラス,,ダ右,1900,晴,良,13:25,5回京都6日目,3歳以上1勝クラス[指](定量),
201908050608,2019年11月17日,8,3歳以上2勝クラス,,ダ右,1200,晴,良,13:55,5回京都6日目,3歳以上2勝クラス(混)[指](定量),
201908050609,2019年11月17日,9,秋明菊賞 ,,芝右 外,1400,晴,良,14:25,5回京都6日目,2歳500万下(混)(特指)(馬齢),
201908050610,2019年11月17日,10,嵯峨野特別 ,,芝右,2000,晴,良,15:01,5回京都6日目,3歳以上1000万下(混)(特指)(定量),
201908050611,2019年11月17日,11,第36回マイルチャンピオンS,G1,芝右 外,1600,晴,良,15:40,5回京都6日目,3歳以上オープン(国際)(指)(定量),
201908050612,2019年11月17日,12,西陣ステークス ,,ダ右,1200,晴,良,16:20,5回京都6日目,3歳以上1600万下(混)(特指)(定量),
201908050701,2019年11月23日,1,2歳未勝利,,ダ右,1200,晴,良,10:05,5回京都7日目,2歳未勝利[指](馬齢),
201908050702,2019年11月23日,2,2歳未勝利,,芝右,1400,晴,良,10:35,5回京都7日目,2歳未勝利牝[指](馬齢),
201908050703,2019年11月23日,3,2歳未勝利,,芝右 外,1800,晴,良,11:05,5回京都7日目,2歳未勝利(混)[指](馬齢),
201908050704,2019年11月23日,4,2歳新馬,,ダ右,1800,晴,良,11:35,5回京都7日目,2歳新馬(混)[指](馬齢),
201908050705,2019年11月23日,5,2歳新馬,,芝右,1400,晴,良,12:25,5回京都7日目,2歳新馬[指](馬齢),
201908050706,2019年11月23日,6,3歳以上1勝クラス,,ダ右,1800,晴,良,12:55,5回京都7日目,3歳以上1勝クラス(混)[指](定量),
201908050707,2019年11月23日,7,3歳以上1勝クラス,,芝右,2000,晴,良,13:25,5回京都7日目,3歳以上1勝クラス(混)[指](定量),
201908050708,2019年11月23日,8,3歳以上2勝クラス,,ダ右,1400,晴,良,13:55,5回京都7日目,3歳以上2勝クラス(混)[指](定量),
201908050709,2019年11月23日,9,高雄特別 ,,芝右 外,2400,晴,良,14:31,5回京都7日目,3歳以上1000万下(混)[指](ハンデ),
201908050710,2019年11月23日,10,花園ステークス ,,ダ右,1800,晴,良,15:05,5回京都7日目,3歳以上1600万下(混)[指](ハンデ),
201908050711,2019年11月23日,11,第6回ラジオN杯京都2歳S,G3,芝右,2000,晴,良,15:40,5回京都7日目,2歳オープン(国際)(指)(馬齢),
201908050712,2019年11月23日,12,3歳以上2勝クラス,,芝右 外,1600,晴,良,16:15,5回京都7日目,3歳以上2勝クラス(混)(特指)(定量),
201908050801,2019年11月24日,1,2歳未勝利,,ダ右,1400,晴,良,09:50,5回京都8日目,2歳未勝利(混)[指](馬齢),
201908050802,2019年11月24日,2,2歳未勝利,,ダ右,1800,晴,良,10:15,5回京都8日目,2歳未勝利(混)[指](馬齢),
201908050803,2019年11月24日,3,2歳未勝利,,芝右,1600,晴,良,10:40,5回京都8日目,2歳未勝利[指](馬齢),
201908050804,2019年11月24日,4,障害3歳以上未勝利,,障芝 ダート,2910,晴,良,11:10,5回京都8日目,障害3歳以上未勝利(混)(定量),
201908050805,2019年11月24日,5,2歳新馬,,芝右 外,1800,晴,良,12:01,5回京都8日目,2歳新馬(混)[指](馬齢),
201908050806,2019年11月24日,6,3歳以上1勝クラス,,ダ右,1400,曇,良,12:30,5回京都8日目,3歳以上1勝クラス[指](定量),
201908050807,2019年11月24日,7,3歳以上2勝クラス,,芝右,2000,曇,良,13:01,5回京都8日目,3歳以上2勝クラス牝[指](定量),
201908050808,2019年11月24日,8,3歳以上2勝クラス,,ダ右,1900,曇,良,13:30,5回京都8日目,3歳以上2勝クラス[指](定量),
201908050809,2019年11月24日,9,白菊賞 ,,芝右,1600,曇,良,14:05,5回京都8日目,2歳500万下(混),
201908050810,2019年11月24日,10,渡月橋ステークス ,,芝右 外,1400,曇,良,14:41,5回京都8日目,3歳以上1600万下(混)(特指)(定量),
201908050811,2019年11月24日,11,オータムリーフS ,,ダ右,1200,曇,良,15:15,5回京都8日目,3歳以上オープン(国際)(特指)(別定),
201908050812,2019年11月24日,12,第64回京阪杯,G3,芝右,1200,曇,良,16:15,5回京都8日目,3歳以上オープン(国際)(特指)(別定),
201909010211,2019年2月24日,11,第63回阪急杯,G3,芝右,1400,晴,良,15:35,1回阪神2日目,4歳以上オープン(国際)(指)(別定),
201909010311,2019年3月2日,11,第26回チューリップ賞,G2,芝右 外,1600,晴,良,15:35,1回阪神3日目,3歳オープン(国際),
201909010508,2019年3月9日,8,第21回阪神スプリングJ,J.G2,障芝,3900,晴,良,13:50,1回阪神5日目,障害4歳以上オープン(混)(別定),
201909010611,2019年3月10日,11,第53回フィリーズレビュー,G2,芝右,1400,雨,稍重,15:35,1回阪神6日目,3歳オープン(国際),
201909010811,2019年3月17日,11,第67回阪神大賞典,G2,芝右,3000,曇,稍重,15:35,1回阪神8日目,4歳以上オープン(国際)(指)(別定),
201909020111,2019年3月23日,11,第66回毎日杯,G3,芝右 外,1800,曇,良,15:35,2回阪神1日目,3歳オープン(国際)(特指)(別定),
201909020411,2019年3月31日,11,第63回大阪杯,G1,芝右,2000,曇,良,15:40,2回阪神4日目,4歳以上オープン(国際)(指)(定量),
201909020511,2019年4月6日,11,第62回サンスポ杯阪神牝馬S,G2,芝右 外,1600,晴,良,15:35,2回阪神5日目,4歳以上オープン(国際),
201909020611,2019年4月7日,11,第79回桜花賞,G1,芝右 外,1600,晴,良,15:40,2回阪神6日目,3歳オープン(国際),
201909020711,2019年4月13日,11,第28回アーリントンカップ,G3,芝右 外,1600,晴,良,15:30,2回阪神7日目,3歳オープン(国際)(指)(馬齢),
201909020811,2019年4月14日,11,第24回アンタレスステークス,G3,ダ右,1800,雨,稍重,15:30,2回阪神8日目,4歳以上オープン(国際)(指)(別定),
201909030111,2019年6月1日,11,第72回鳴尾記念,G3,芝右,2000,晴,良,15:35,3回阪神1日目,3歳以上オープン(国際)(特指)(別定),
201909030411,2019年6月9日,11,第24回マーメイドステークス,G3,芝右,2000,曇,良,15:35,3回阪神4日目,3歳以上オープン(国際),
201909030811,2019年6月23日,11,第60回宝塚記念,G1,芝右,2200,曇,良,15:40,3回阪神8日目,3歳以上オープン(国際)(指)(定量),
201909040211,2019年9月8日,11,第33回産経賞セントウルS,G2,芝右,1200,晴,良,15:35,4回阪神2日目,3歳以上オープン(国際)(指)(別定),
201909040308,2019年9月14日,8,第21回阪神ジャンプS,J.G3,障芝,3140,晴,良,13:50,4回阪神3日目,障害3歳以上オープン(混)(別定),
201909040411,2019年9月15日,11,第37回関西TVローズS,G2,芝右 外,1800,晴,良,15:35,4回阪神4日目,3歳オープン(国際),
201909040711,2019年9月22日,11,第67回神戸新聞杯,G2,芝右 外,2400,小雨,良,15:35,4回阪神7日目,3歳オープン(国際),
201909040811,2019年9月28日,11,第23回シリウスステークス,G3,ダ右,2000,晴,良,15:35,4回阪神8日目,3歳以上オープン(国際)(指)(ハンデ),
201909050101,2019年11月30日,1,2歳未勝利,,ダ右,1200,晴,良,10:05,5回阪神1日目,2歳未勝利牝[指](馬齢),
201909050102,2019年11月30日,2,2歳未勝利,,ダ右,1400,晴,良,10:35,5回阪神1日目,2歳未勝利[指](馬齢),
201909050103,2019年11月30日,3,2歳未勝利,,ダ右,1800,曇,良,11:05,5回阪神1日目,2歳未勝利[指](馬齢),
201909050104,2019年11月30日,4,2歳未勝利,,芝右,1400,曇,良,11:35,5回阪神1日目,2歳未勝利[指](馬齢),
201909050105,2019年11月30日,5,2歳新馬,,芝右 外,1600,曇,良,12:25,5回阪神1日目,2歳新馬[指](馬齢),
201909050106,2019年11月30日,6,2歳新馬,,ダ右,1800,曇,良,12:55,5回阪神1日目,2歳新馬[指](馬齢),
201909050107,2019年11月30日,7,2歳未勝利,,芝右,2000,晴,良,13:25,5回阪神1日目,2歳未勝利(混)[指](馬齢),
201909050108,2019年11月30日,8,3歳以上2勝クラス,,ダ右,1800,晴,良,14:01,5回阪神1日目,3歳以上2勝クラス牝[指](定量),
201909050109,2019年11月30日,9,再度山特別 ,,芝右 外,1800,晴,良,14:35,5回阪神1日目,3歳以上1000万下(混)(特指)(定量),
201909050110,2019年11月30日,10,御影ステークス ,,ダ右,1400,晴,良,15:10,5回阪神1日目,3歳以上1600万下(混)(特指)(定量),
201909050111,2019年11月30日,11,第70回チャレンジカップ,G3,芝右,2000,晴,良,15:45,5回阪神1日目,3歳以上オープン(国際)(特指)(別定),
201909050112,2019年11月30日,12,3歳以上1勝クラス,,ダ右,1200,晴,良,16:20,5回阪神1日目,3歳以上1勝クラス(混)[指](定量),
201909050201,2019年12月1日,1,2歳未勝利,,ダ右,1200,晴,良,10:05,5回阪神2日目,2歳未勝利(混)[指](馬齢),
201909050202,2019年12月1日,2,2歳未勝利,,ダ右,1800,晴,良,10:35,5回阪神2日目,2歳未勝利[指](馬齢),
201909050203,2019年12月1日,3,2歳未勝利,,芝右 外,1800,晴,良,11:05,5回阪神2日目,2歳未勝利牝[指](馬齢),
201909050204,2019年12月1日,4,障害3歳以上未勝利,,障芝 ダート,2970,晴,良,11:35,5回阪神2日目,障害3歳以上未勝利(混)(定量),
201909050205,2019年12月1日,5,2歳新馬,,芝右,2000,晴,良,12:25,5回阪神2日目,2歳新馬(混)[指](馬齢),
