レースID,年月日,レースNo,レース名,クラス,種別,距離,天候,状態,発走,競馬場,条件,
201406030811,2014年4月20日,11,第74回皐月賞,G1,芝右,2000,曇,良,15:40,3回中山8日目,3歳オープン(国際),
201406040111,2014年12月6日,11,第48回ステイヤーズS,G2,芝右 内2周,3600,晴,良,15:25,4回中山1日目,3歳以上オープン(国際)(特指)(別定),
201406040411,2014年12月14日,11,第7回カペラステークス,G3,ダ右,1200,晴,良,15:20,4回中山4日目,3歳以上オープン(国際)(指)(別定),
201406040511,2014年12月20日,11,第137回中山大障害,J.G1,障芝,4100,小雨,良,15:20,4回中山5日目,障害3歳以上オープン(国際)(定量),
201406040809,2014年12月28日,9,第31回ホープフルステークス,G2,芝右,2000,晴,良,14:35,4回中山8日目,2歳オープン(国際),
201406040810,2014年12月28日,10,第59回有馬記念,G1,芝右,2500,晴,良,15:25,4回中山8日目,3歳以上オープン(国際)(指)(定量),
201407010411,2014年1月26日,11,第31回東海テレビ杯東海S,G2,ダ左,1800,晴,良,15:25,1回中京4日目,4歳以上オープン(国際)(指)(別定),
201407020111,2014年3月15日,11,第50回中日新聞杯,G3,芝左,2000,晴,良,15:25,2回中京1日目,4歳以上オープン(国際)[指](ハンデ),
201407020411,2014年3月22日,11,第28回中スポ賞ファルコンS,G3,芝左,1400,晴,良,15:35,2回中京4日目,3歳オープン(国際)(指)(別定),
201407020611,2014年3月30日,11,第44回高松宮記念,G1,芝左,1200,曇,不良,15:40,2回中京6日目,4歳以上オープン(国際)(指)(定量),
201407030211,2014年7月6日,11,第50回CBC賞,G3,芝左,1200,曇,良,15:35,3回中京2日目,3歳以上オープン(国際)(特指)(ハンデ),
201407030411,2014年7月13日,11,第19回プロキオンステークス,G3,ダ左,1400,曇,稍重,15:35,3回中京4日目,3歳以上オープン(国際)(指)(別定),
201407030811,2014年7月27日,11,第62回トヨタ賞中京記念,G3,芝左,1600,曇,稍重,15:35,3回中京8日目,3歳以上オープン(国際)(特指)(ハンデ),
201407040111,2014年12月6日,11,第50回金鯱賞,G2,芝左,2000,曇,良,15:35,4回中京1日目,3歳以上オープン(国際)(特指)(別定),
201407040211,2014年12月7日,11,第15回チャンピオンズカップ,G1,ダ左,1800,晴,良,15:30,4回中京2日目,3歳以上オープン(国際)(指)(定量),
201407040511,2014年12月20日,11,第52回愛知杯,G3,芝左,2000,雨,重,15:35,4回中京5日目,3歳以上オープン(国際),
201408010111,2014年1月5日,11,第52回スポニチ賞京都金杯,G3,芝右 外,1600,晴,良,15:45,1回京都1日目,4歳以上オープン(国際)[指](ハンデ),
201408010411,2014年1月12日,11,第48回日刊スポシンザン記念,G3,芝右 外,1600,晴,良,15:45,1回京都4日目,3歳オープン(国際)(特指)(別定),
201408010711,2014年1月19日,11,第61回日経新春杯,G2,芝右 外,2400,晴,良,15:45,1回京都7日目,4歳以上オープン(国際)[指](ハンデ),
201408010811,2014年1月25日,11,第49回京都牝馬ステークス,G3,芝右 外,1600,晴,良,15:45,1回京都8日目,4歳以上オープン(国際),
201408020211,2014年2月2日,11,第19回シルクロードS,G3,芝右,1200,晴,良,15:35,2回京都2日目,4歳以上オープン(国際)(ハンデ),
201408020411,2014年2月9日,11,第54回きさらぎ賞,G3,芝右 外,1800,晴,稍重,15:35,2回京都4日目,3歳オープン(国際)(特指)(別定),
201408020611,2014年2月16日,11,第107回京都記念,G2,芝右 外,2200,晴,稍重,15:35,2回京都6日目,4歳以上オープン(国際)[指](別定),
201408030211,2014年4月27日,11,第45回読売マイラーズカップ,G2,芝右 外,1600,晴,良,15:35,3回京都2日目,4歳以上オープン(国際)(指)(別定),
201408030411,2014年5月4日,11,第149回天皇賞,春)(G1,芝右 外,3200,晴,良,15:40,3回京都4日目,4歳以上オープン(国際)(指)(定量),
201408030511,2014年5月10日,11,第62回京都新聞杯,G2,芝右 外,2200,晴,良,15:35,3回京都5日目,3歳オープン(国際)(指)(馬齢),
201408030911,2014年5月24日,11,第21回平安ステークス,G3,ダ右,1900,晴,良,15:35,3回京都9日目,4歳以上オープン(国際)(指)(別定),
201408031108,2014年5月31日,8,第16回京都ハイジャンプ,J.G2,障芝,3930,晴,良,13:50,3回京都11日目,障害4歳以上オープン(混)(別定),
201408040311,2014年10月14日,11,第49回京都大賞典,G2,芝右 外,2400,曇,良,15:35,4回京都3日目,3歳以上オープン(国際)(指)(別定),
201408040511,2014年10月19日,11,第19回秋華賞,G1,芝右,2000,晴,良,15:40,4回京都5日目,3歳オープン(国際),
201408040711,2014年10月26日,11,第75回菊花賞,G1,芝右 外,3000,晴,良,15:40,4回京都7日目,3歳オープン(国際),
201408040811,2014年11月1日,11,第57回毎日放送賞スワンS,G2,芝右 外,1400,曇,良,15:35,4回京都8日目,3歳以上オープン(国際)(指)(別定),
201408050108,2014年11月8日,8,第16回京都ジャンプS,J.G3,障芝 内-外,3170,晴,良,14:01,5回京都1日目,障害3歳以上オープン(混)(別定),
201408050111,2014年11月8日,11,第19回KBSファンタジーS,G3,芝右 外,1400,晴,良,15:45,5回京都1日目,2歳オープン(国際),
201408050211,2014年11月9日,11,第5回みやこステークス,G3,ダ右,1800,曇,良,15:45,5回京都2日目,3歳以上オープン(国際)(指)(別定),
201408050311,2014年11月15日,11,第49回デイリー杯2歳S,G2,芝右 外,1600,晴,良,15:45,5回京都3日目,2歳オープン(国際)(指)(馬齢),
201408050411,2014年11月16日,11,第39回エリザベス女王杯,G1,芝右 外,2200,晴,良,15:40,5回京都4日目,3歳以上オープン(国際),
201408050611,2014年11月23日,11,第31回マイルチャンピオンS,G1,芝右 外,1600,晴,良,15:40,5回京都6日目,3歳以上オープン(国際)(指)(定量),
201408050811,2014年11月29日,11,第1回ラジオN杯京都2歳S,G3,芝右,2000,晴,稍重,15:45,5回京都8日目,2歳オープン(国際)(特指)(馬齢),
201408050912,2014年11月30日,12,第59回京阪杯,G3,芝右,1200,曇,良,16:20,5回京都9日目,3歳以上オープン(国際)(特指)(別定),
201409010111,2014年3月1日,11,第23回アーリントンカップ,G3,芝右 外,1600,小雨,良,15:35,1回阪神1日目,3歳オープン(国際)(特指)(別定),
201409010211,2014年3月2日,11,第58回阪急杯,G3,芝右,1400,曇,良,15:35,1回阪神2日目,4歳以上オープン(国際)(指)(別定),
201409010311,2014年3月8日,11,第21回チューリップ賞,G3,芝右 外,1600,晴,良,15:35,1回阪神3日目,3歳オープン(国際),
201409010508,2014年3月15日,8,第16回阪神スプリングJ,J.G2,障芝,3900,晴,良,13:50,1回阪神5日目,障害4歳以上オープン(混)(別定),
201409010611,2014年3月16日,11,第48回フィリーズレビュー,G2,芝右,1400,晴,良,15:35,1回阪神6日目,3歳オープン(国際),
201409010811,2014年3月23日,11,第62回阪神大賞典,G2,芝右,3000,晴,良,15:35,1回阪神8日目,4歳以上オープン(国際)(指)(別定),
201409020111,2014年3月29日,11,第61回毎日杯,G3,芝右 外,1800,晴,良,15:35,2回阪神1日目,3歳オープン(国際)(特指)(別定),
201409020411,2014年4月6日,11,第58回産経大阪杯,G2,芝右,2000,晴,良,15:35,2回阪神4日目,4歳以上オープン(国際)(指)(別定),
201409020511,2014年4月12日,11,第57回サンスポ杯阪神牝馬S,G2,芝右,1400,晴,良,15:35,2回阪神5日目,4歳以上オープン(国際),
201409020611,2014年4月13日,11,第74回桜花賞,G1,芝右 外,1600,曇,良,15:40,2回阪神6日目,3歳オープン(国際),
201409020711,2014年4月19日,11,第19回アンタレスステークス,G3,ダ右,1800,晴,良,15:30,2回阪神7日目,4歳以上オープン(国際)(指)(別定),
201409030111,2014年6月7日,11,第67回鳴尾記念,G3,芝右,2000,曇,良,15:35,3回阪神1日目,3歳以上オープン(国際)(特指)(別定),
201409030411,2014年6月15日,11,第19回マーメイドステークス,G3,芝右,2000,晴,良,15:35,3回阪神4日目,3歳以上オープン(国際),
201409030811,2014年6月29日,11,第55回宝塚記念,G1,芝右,2200,曇,良,15:40,3回阪神8日目,3歳以上オープン(国際)(指)(定量),
201409040211,2014年9月14日,11,第28回セントウルステークス,G2,芝右,1200,晴,良,15:35,4回阪神2日目,3歳以上オープン(国際)(指)(別定),
201409040308,2014年9月20日,8,第16回阪神ジャンプS,J.G3,障芝,3140,曇,良,13:50,4回阪神3日目,障害3歳以上オープン(混)(別定),
201409040411,2014年9月21日,11,第32回関西TVローズS,G2,芝右 外,1800,晴,良,15:35,4回阪神4日目,3歳オープン(国際),
201409040611,2014年9月28日,11,第62回神戸新聞杯,G2,芝右 外,2400,晴,良,15:35,4回阪神6日目,3歳オープン(国際),
201409040711,2014年10月4日,11,第18回シリウスステークス,G3,ダ右,2000,曇,良,15:35,4回阪神7日目,3歳以上オープン(国際)(指)(ハンデ),
201409050311,2014年12月13日,11,第65回チャレンジカップ,G3,芝右 外,1800,晴,良,15:45,5回阪神3日目,3歳以上オープン(国際)(特指)(ハンデ),
201409050411,2014年12月14日,11,第66回阪神ジュベナイルF,G1,芝右 外,1600,晴,良,15:40,5回阪神4日目,2歳オープン(国際),
201409050611,2014年12月21日,11,第66回朝日フューチュリティ,G1,芝右 外,1600,晴,稍重,15:40,5回阪神6日目,2歳オープン(国際),
201409050711,2014年12月27日,11,第9回阪神カップ,G2,芝右,1400,曇,良,15:45,5回阪神7日目,3歳以上オープン(国際)(特指)(定量),
201410010611,2014年2月23日,11,第48回小倉大賞典,G3,芝右,1800,晴,良,15:20,1回小倉6日目,4歳以上オープン(国際)(ハンデ),
201410020108,2014年8月2日,8,第16回小倉サマージャンプ,J.G3,障芝,3390,雨,良,13:50,2回小倉1日目,障害3歳以上オープン(混)(別定),
201410020411,2014年8月10日,11,第50回小倉記念,G3,芝右,2000,雨,稍重,15:35,2回小倉4日目,3歳以上オープン(国際)(特指)(ハンデ),
201410020811,2014年8月24日,11,第49回TV西日本北九州記念,G3,芝右,1200,晴,良,15:35,2回小倉8日目,3歳以上オープン(国際)(特指)(ハンデ),
201410021211,2014年9月7日,11,第34回小倉2歳ステークス,G3,芝右,1200,晴,良,15:35,2回小倉12日目,2歳オープン(国際)(特指)(馬齢),
201501010211,2015年8月2日,11,第63回クイーンステークス,G3,芝右,1800,晴,良,15:25,1回札幌2日目,3歳以上オープン(国際),
201501010611,2015年8月16日,11,第20回エルムステークス,G3,ダ右,1700,曇,稍重,15:25,1回札幌6日目,3歳以上オープン(国際)(指)(別定),
201501020211,2015年8月23日,11,第51回札幌記念,G2,芝右,2000,晴,良,15:25,2回札幌2日目,3歳以上オープン(国際)(特指)(定量),
201501020411,2015年8月30日,11,第10回キーンランドカップ,G3,芝右,1200,晴,良,15:35,2回札幌4日目,3歳以上オープン(国際)(指)(別定),
201501020511,2015年9月5日,11,第50回札幌2歳ステークス,G3,芝右,1800,晴,稍重,15:25,2回札幌5日目,2歳オープン(国際)(特指)(馬齢),
201502010211,2015年6月21日,11,第22回函館スプリントS,G3,芝右,1200,晴,良,15:25,1回函館2日目,3歳以上オープン(国際)(特指)(別定),
201502020411,2015年7月19日,11,第51回函館記念,G3,芝右,2000,曇,良,15:25,2回函館4日目,3歳以上オープン(国際)(特指)(ハンデ),
201502020611,2015年7月26日,11,第47回函館2歳ステークス,G3,芝右,1200,曇,稍重,15:25,2回函館6日目,2歳オープン(国際)(特指)(馬齢),
201503010511,2015年4月25日,11,第12回福島牝馬ステークス,G3,芝右,1800,晴,良,15:25,1回福島5日目,4歳以上オープン(国際),
201503020211,2015年7月5日,11,第64回ラジオNIKKEI賞,G3,芝右,1800,曇,良,15:45,2回福島2日目,3歳オープン(国際)(特指)(ハンデ),
201503020411,2015年7月12日,11,第51回七夕賞,G3,芝右,2000,晴,良,15:45,2回福島4日目,3歳以上オープン(国際)(特指)(ハンデ),
201503030611,2015年11月15日,11,第51回福島記念,G3,芝右,2000,晴,重,15:20,3回福島6日目,3歳以上オープン(国際)(特指)(ハンデ),
201504010411,2015年5月10日,11,第37回新潟大賞典,G3,芝左 外,2000,晴,良,15:20,1回新潟4日目,4歳以上オープン(国際)[指](ハンデ),
201504020211,2015年8月2日,11,第15回アイビスサマーD,G3,芝直線,1000,晴,良,15:45,2回新潟2日目,3歳以上オープン(国際)(特指)(別定),
201504020411,2015年8月9日,11,第7回レパードステークス,G3,ダ左,1800,晴,良,15:45,2回新潟4日目,3歳オープン(国際)(指)(馬齢),
201504020611,2015年8月16日,11,第50回関屋記念,G3,芝左 外,1600,晴,良,15:45,2回新潟6日目,3歳以上オープン(国際)(特指)(別定),
201504020908,2015年8月29日,8,第17回新潟ジャンプS,J.G3,障芝 外-内,3250,晴,稍重,14:01,2回新潟9日目,障害3歳以上オープン(混)(別定),
201504021011,2015年8月30日,11,第35回新潟2歳ステークス,G3,芝左 外,1600,曇,稍重,15:45,2回新潟10日目,2歳オープン(国際)(特指)(馬齢),
201504021211,2015年9月6日,11,第51回新潟記念,G3,芝左 外,2000,雨,稍重,15:45,2回新潟12日目,3歳以上オープン(国際)(特指)(ハンデ),
201505010211,2015年2月1日,11,第29回根岸ステークス,G3,ダ左,1400,晴,重,15:45,1回東京2日目,4歳以上オープン(国際)(指)(別定),
201505010411,2015年2月8日,11,第65回東京新聞杯,G3,芝左,1600,曇,稍重,15:45,1回東京4日目,4歳以上オープン(国際)[指](別定),
201505010511,2015年2月14日,11,第50回デイリー杯クイーンC,G3,芝左,1600,晴,良,15:45,1回東京5日目,3歳オープン(国際),
201505010611,2015年2月15日,11,第49回共同通信杯,G3,芝左,1800,晴,良,15:45,1回東京6日目,3歳オープン(国際)(特指)(別定),
201505010711,2015年2月21日,11,第65回ダイヤモンドS,G3,芝左,3400,晴,良,15:45,1回東京7日目,4歳以上オープン(国際)(ハンデ),
201505010811,2015年2月22日,11,第32回フェブラリーS,G1,ダ左,1600,曇,良,15:40,1回東京8日目,4歳以上オープン(国際)(指)(定量),
201505020211,2015年4月26日,11,第50回サンスポ賞フローラS,G2,芝左,2000,晴,良,15:45,2回東京2日目,3歳オープン(国際),
201505020311,2015年5月2日,11,第22回テレビ東京杯青葉賞,G2,芝左,2400,晴,良,15:45,2回東京3日目,3歳オープン(国際)(指)(馬齢),
201505020611,2015年5月10日,11,第20回NHKマイルカップ,G1,芝左,1600,晴,良,15:40,2回東京6日目,3歳オープン(国際),
201505020711,2015年5月16日,11,第60回京王杯スプリングC,G2,芝左,1400,曇,良,15:45,2回東京7日目,4歳以上オープン(国際)(指)(別定),
201505020811,2015年5月17日,11,第10回ヴィクトリアマイル,G1,芝左,1600,晴,良,15:40,2回東京8日目,4歳以上オープン(国際),
201505021011,2015年5月24日,11,第76回優駿牝馬,G1,芝左,2400,晴,良,15:40,2回東京10日目,3歳オープン(国際),
201505021210,2015年5月31日,10,第82回東京優駿,G1,芝左,2400,晴,良,15:40,2回東京12日目,3歳オープン(国際),
201505021212,2015年5月31日,12,第129回目黒記念,G2,芝左,2500,晴,良,17:05,2回東京12日目,4歳以上オープン(国際)[指](ハンデ),
201505030211,2015年6月7日,11,第65回安田記念,G1,芝左,1600,晴,良,15:40,3回東京2日目,3歳以上オープン(国際)(指)(定量),
201505030411,2015年6月14日,11,第32回エプソムカップ,G3,芝左,1800,曇,良,15:45,3回東京4日目,3歳以上オープン(国際)(特指)(別定),
201505030611,2015年6月21日,11,第20回ユニコーンステークス,G3,ダ左,1600,小雨,稍重,15:45,3回東京6日目,3歳オープン(国際)(指)(別定),
201505030708,2015年6月27日,8,第17回東京ジャンプS,J.G3,障芝,3110,曇,稍重,14:01,3回東京7日目,障害3歳以上オープン(混)(別定),
201505040211,2015年10月11日,11,第66回毎日王冠,G2,芝左,1800,曇,良,15:45,4回東京2日目,3歳以上オープン(国際)(指)(別定),
201505040411,2015年10月17日,11,第63回府中牝馬ステークス,G2,芝左,1800,曇,稍重,15:45,4回東京4日目,3歳以上オープン(国際),
201505040509,2015年10月18日,9,第17回東京ハイジャンプ,J.G2,障芝,3110,晴,良,14:15,4回東京5日目,障害3歳以上オープン(混)(別定),
201505040611,2015年10月24日,11,第18回富士ステークス,G3,芝左,1600,晴,良,15:45,4回東京6日目,3歳以上オープン(国際)(指)(別定),
201505040811,2015年10月31日,11,第4回アルテミスステークス,G3,芝左,1600,曇,良,15:45,4回東京8日目,2歳オープン(国際),
201505040911,2015年11月1日,11,第152回天皇賞,秋)(G1,芝左,2000,晴,良,15:40,4回東京9日目,3歳以上オープン(国際)(指)(定量),
201505050111,2015年11月7日,11,第51回京王杯2歳ステークス,G2,芝左,1400,曇,良,15:35,5回東京1日目,2歳オープン(国際)(指)(馬齢),
201505050211,2015年11月8日,11,第53回アルゼンチン共和国杯,G2,芝左,2500,雨,重,15:35,5回東京2日目,3歳以上オープン(国際)(特指)(ハンデ),
201505050311,2015年11月14日,11,第20回東京中日S杯武蔵野S,G3,ダ左,1600,雨,稍重,15:30,5回東京3日目,3歳以上オープン(国際)(指)(別定),
